"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","WoodDeckSF","OpenPorchSF","EnclosedPorch","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
50,"RL",56,14720,2,"Lvl","CulDSac","NoRidge","Norm","1Fam","1.5Fin",8,5,1995,1996,"Hip","VinylSd","VinylSd",1,579,"Gd","TA","PConc",4,3,3,6,816,1,0,1217,2033,"Ex",2053,1185,3238,1,2,1,4,"Gd",9,1,5,"Attchd",1996,3,3,666,3,283,86,0,"None",3,2010,"WD","Normal",410000
60,"RL",70,10316,2,"Lvl","Inside","CollgCr","Norm","1Fam","2Story",7,5,2000,2000,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,6,735,1,0,257,992,"Ex",992,873,1865,1,2,1,3,"Gd",7,1,3,"Attchd",2000,2,3,839,3,0,184,0,"None",6,2008,"WD","Normal",235000
80,"RL",102,10192,2,"Lvl","Inside","NWAmes","Norm","1Fam","SLvl",7,6,1968,1992,"Gable","MetalSd","MetalSd",1,143,"TA","TA","CBlock",3,3,1,1,0,1,0,570,570,"Gd",1222,698,1920,0,3,0,4,"Gd",8,1,3,"Attchd",1968,2,2,487,3,0,98,0,"GdPrv",9,2006,"WD","Normal",170000
20,"RL",73,9477,3,"Lvl","Corner","NAmes","Norm","1Fam","1Story",5,5,1966,1966,"Gable","HdBoard","HdBoard",1,65,"TA","TA","CBlock",3,3,1,3,340,1,0,524,864,"TA",892,0,892,0,1,0,3,"TA",5,0,0,"Attchd",1966,2,1,264,3,0,0,0,"GdWo",10,2008,"WD","Normal",110000
20,"RL",73,12537,2,"Lvl","CulDSac","NAmes","Norm","1Fam","1Story",5,6,1971,2008,"Gable","VinylSd","VinylSd",0,0,"TA","TA","CBlock",3,3,1,6,734,1,0,344,1078,"Ex",1078,0,1078,1,1,1,3,"TA",6,1,2,"Attchd",1971,3,2,500,3,0,0,0,"None",4,2010,"WD","Normal",149900
160,"FV",72,2117,3,"Lvl","Inside","Somerst","Norm","Twnhs","2Story",6,5,2000,2000,"Gable","MetalSd","MetalSd",1,216,"Gd","TA","PConc",4,3,1,6,378,1,0,378,756,"Ex",769,804,1573,0,2,1,3,"Gd",5,0,0,"Detchd",2000,1,2,440,3,0,32,0,"None",6,2010,"WD","Normal",177500
20,"RL",129,16737,3,"Lvl","FR3","NridgHt","Norm","1Fam","1Story",9,5,2004,2005,"Hip","VinylSd","VinylSd",1,66,"Gd","TA","PConc",5,3,3,6,1447,1,0,533,1980,"Ex",1980,0,1980,1,2,0,3,"Ex",8,1,4,"Attchd",2004,3,3,770,3,194,45,0,"None",9,2006,"WD","Normal",315000
70,"RL",51,9842,3,"Lvl","Inside","SWISU","Feedr","1Fam","2Story",5,6,1921,1998,"Gable","MetalSd","Wd Sdng",0,0,"TA","TA","BrkTil",3,2,1,1,0,1,0,612,612,"Ex",990,1611,2601,0,3,1,4,"TA",8,0,0,"BuiltIn",1998,2,2,621,3,183,0,301,"None",5,2008,"WD","Normal",189000
20,"RL",124,16158,2,"Low","Inside","StoneBr","Norm","1Fam","1Story",7,5,2005,2005,"Hip","VinylSd","VinylSd",2,16,"Gd","TA","PConc",5,3,3,5,1274,1,0,256,1530,"Ex",1530,0,1530,1,2,0,3,"Gd",7,1,4,"Attchd",2005,3,2,430,3,168,36,0,"None",6,2009,"WD","Normal",260000
50,"RL",73,12513,2,"Lvl","FR2","NAmes","Feedr","1Fam","1.5Fin",4,4,1920,2007,"Gable","VinylSd","VinylSd",0,0,"TA","Gd","BrkTil",3,2,1,1,0,1,0,715,715,"Gd",1281,457,1738,0,2,0,4,"TA",7,1,4,"Attchd",1920,1,1,368,3,55,0,0,"None",6,2009,"WD","Normal",104900
60,"RL",73,8499,2,"Lvl","Inside","Gilbert","Norm","1Fam","2Story",6,5,2006,2007,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,1,1,0,1,0,616,616,"Ex",616,796,1412,0,2,1,3,"Gd",6,1,4,"BuiltIn",2007,3,2,432,3,0,36,0,"None",3,2007,"New","Partial",156932
160,"FV",30,3180,3,"Lvl","Inside","Somerst","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","MetalSd","MetalSd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,600,600,"Ex",520,600,1200,0,2,1,2,"Gd",4,0,0,"Detchd",2005,2,2,480,3,0,166,0,"None",4,2006,"WD","Abnorml",144152
60,"FV",72,7500,3,"Lvl","Inside","Somerst","Norm","1Fam","2Story",7,5,2000,2000,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,6,533,1,0,281,814,"Ex",814,860,1674,1,2,1,3,"Gd",7,0,0,"Attchd",2000,2,2,663,3,0,96,0,"None",1,2010,"WD","Normal",216000
60,"RL",68,9179,2,"Lvl","Inside","CollgCr","Norm","1Fam","2Story",7,5,1999,1999,"Gable","VinylSd","VinylSd",1,158,"Gd","TA","PConc",4,3,1,6,633,1,0,240,873,"Ex",882,908,1790,1,2,1,3,"Gd",7,0,0,"Attchd",1999,2,2,588,3,0,88,0,"None",6,2008,"WD","Abnorml",193000
160,"RM",41,2665,3,"Lvl","Inside","MeadowV","Norm","TwnhsE","2Story",5,6,1977,1977,"Gable","CemntBd","CmentBd",0,0,"TA","TA","PConc",3,3,1,5,548,3,173,36,757,"Ex",925,550,1475,0,2,0,4,"TA",6,1,3,"Attchd",1977,2,1,336,3,104,26,0,"None",7,2006,"WD","Normal",127000
120,"RM",70,4435,3,"Lvl","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2003,2004,"Gable","VinylSd","VinylSd",1,170,"Gd","TA","PConc",4,3,3,6,685,1,0,163,848,"Ex",848,0,848,1,1,0,1,"Gd",4,0,0,"Attchd",2003,3,2,420,3,140,0,0,"None",6,2009,"WD","Normal",144000
20,"RL",48,10635,1,"Lvl","FR2","CollgCr","Norm","1Fam","1Story",8,5,2003,2003,"Hip","VinylSd","VinylSd",1,171,"Gd","TA","PConc",4,3,3,4,370,6,972,315,1657,"Ex",1668,0,1668,1,2,0,3,"Gd",8,1,3,"Attchd",2003,3,2,502,3,0,262,0,"None",5,2010,"WD","Normal",232000
50,"RL",90,5400,3,"Lvl","Corner","OldTown","Artery","1Fam","1.5Fin",4,6,1920,1950,"Gable","CBlock","CBlock",0,0,"Fa","TA","PConc",3,3,1,5,315,3,105,420,840,"Ex",840,534,1374,0,1,0,2,"TA",6,0,0,"Detchd",1967,3,1,338,3,0,0,198,"None",10,2009,"WD","Normal",105000
80,"RL",80,9600,3,"Lvl","Inside","NAmes","Norm","1Fam","SLvl",6,6,1955,1996,"Hip","AsbShng","AsbShng",0,0,"TA","TA","CBlock",3,3,3,4,831,1,0,161,992,"Gd",1661,0,1661,1,1,0,3,"Gd",8,1,3,"BuiltIn",1955,2,1,377,3,0,28,0,"MnPrv",10,2008,"WD","Normal",165500
60,"RL",75,9750,3,"Lvl","Corner","CollgCr","Norm","1Fam","2Story",7,6,1998,1998,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,3,6,975,1,0,133,1108,"Ex",1108,989,2097,1,2,1,3,"Gd",8,1,3,"Detchd",1998,2,2,583,3,253,170,0,"None",6,2006,"WD","Normal",274300
20,"RL",89,11400,3,"Lvl","Inside","NoRidge","Norm","1Fam","1Story",10,5,2001,2002,"Hip","VinylSd","VinylSd",1,705,"Ex","TA","PConc",5,3,4,6,1282,1,0,1351,2633,"Ex",2633,0,2633,1,2,1,2,"Ex",8,2,4,"Attchd",2001,2,3,804,3,314,140,0,"None",3,2007,"WD","Normal",466500
60,"FV",85,10625,3,"Lvl","Inside","Somerst","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CemntBd","CmentBd",0,0,"Gd","TA","PConc",4,3,1,1,0,1,0,1026,1026,"Ex",1026,932,1958,0,2,1,3,"Gd",9,1,4,"Attchd",2005,3,3,936,3,154,210,0,"None",7,2008,"WD","Normal",250000
20,"RL",89,10991,2,"HLS","Inside","Timber","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd",1,80,"Gd","TA","PConc",4,3,4,1,0,1,0,1571,1571,"Ex",1571,0,1571,0,2,0,3,"Gd",7,1,4,"Attchd",2007,3,3,722,3,100,36,0,"None",12,2007,"New","Partial",239000
30,"RL",52,6292,3,"Bnk","Inside","SWISU","Norm","1Fam","1Story",6,5,1930,1950,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","BrkTil",4,3,2,3,384,1,0,384,768,"TA",790,0,790,0,1,0,2,"TA",4,0,0,"Detchd",1925,1,1,160,2,0,141,0,"None",4,2008,"WD","Normal",91000
50,"RL",60,10998,3,"Lvl","Inside","Edwards","Norm","1Fam","1.5Fin",5,5,1941,1960,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","CBlock",3,3,1,2,408,4,420,156,984,"Ex",984,620,1604,0,2,0,3,"TA",6,0,0,"Detchd",1977,1,2,660,3,0,68,0,"None",7,2009,"WD","Normal",117000
160,"RM",21,1953,3,"Lvl","Inside","BrDale","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","HdBoard","HdBoard",1,408,"TA","TA","CBlock",3,2,1,4,309,1,0,174,483,"TA",483,504,987,0,1,1,2,"TA",5,0,0,"Detchd",1973,1,1,264,3,72,0,0,"None",6,2006,"WD","Normal",83000
80,"RL",73,9735,3,"Lvl","Inside","Timber","Norm","1Fam","SLvl",5,5,2006,2007,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",4,3,1,1,0,1,0,384,384,"Gd",754,640,1394,0,2,1,3,"Gd",7,0,0,"BuiltIn",2007,3,2,400,3,100,0,0,"None",5,2008,"WD","Normal",167500
30,"RL",45,8212,3,"Lvl","Inside","Edwards","Norm","1Fam","1Story",3,3,1914,1950,"Gable","Stucco","Stucco",0,0,"TA","Fa","BrkTil",3,2,1,3,203,1,0,661,864,"TA",864,0,864,1,1,0,2,"TA",5,0,0,"Detchd",1938,1,1,200,3,0,0,96,"None",6,2010,"WD","Normal",58500
20,"RL",73,12925,2,"Lvl","Corner","NAmes","Norm","1Fam","1Story",6,7,1970,1970,"Gable","BrkFace","Plywood",0,0,"TA","TA","CBlock",3,3,2,4,865,1,0,340,1205,"Ex",2117,0,2117,0,2,1,4,"TA",7,2,4,"Attchd",1970,3,2,550,3,0,42,0,"None",5,2008,"WD","Normal",237500
70,"RM",60,7200,3,"Lvl","Corner","OldTown","Norm","1Fam","2Story",7,7,1920,1950,"Hip","Wd Sdng","Wd Sdng",0,0,"TA","TA","BrkTil",2,3,1,1,0,1,0,596,596,"Ex",998,764,1762,1,1,1,4,"Gd",8,0,0,"Detchd",1989,1,2,576,3,36,0,221,"None",10,2006,"WD","Normal",157000
30,"RL",72,25339,3,"Lvl","Inside","Sawyer","Norm","1Fam","1Story",5,7,1918,2007,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","Gd","BrkTil",3,3,1,1,0,1,0,816,816,"Ex",1416,0,1416,0,2,0,3,"Gd",7,0,0,"Attchd",2007,1,2,576,3,0,0,112,"None",8,2007,"WD","Normal",112000
50,"RL",60,9060,3,"Lvl","Inside","Edwards","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","WdShing","Wd Shng",0,0,"TA","TA","BrkTil",3,3,2,3,204,1,0,356,560,"TA",698,560,1258,0,1,0,2,"TA",6,0,0,"Detchd",1939,1,1,280,3,0,0,0,"MnPrv",10,2009,"WD","Normal",105000
50,"RM",40,5436,3,"Lvl","Inside","IDOTRR","Norm","1Fam","1.5Fin",4,8,1922,2007,"Gable","VinylSd","VinylSd",0,0,"TA","Gd","BrkTil",3,3,1,4,735,1,0,61,796,"Gd",796,358,1154,1,1,0,3,"Gd",7,0,0,"Detchd",1922,1,1,240,3,0,96,0,"MnPrv",5,2010,"WD","Normal",125500
60,"RL",80,16692,2,"Lvl","Inside","NWAmes","RRAn","1Fam","2Story",7,5,1978,1978,"Gable","Plywood","Plywood",1,184,"TA","TA","CBlock",4,3,1,4,790,2,469,133,1392,"TA",1392,1392,2784,1,3,1,5,"Gd",12,2,3,"Attchd",1978,2,2,564,3,0,112,0,"MnPrv",7,2006,"WD","Normal",250000
50,"RM",60,8520,3,"Lvl","Inside","OldTown","Artery","1Fam","1.5Fin",6,7,1916,1950,"Gable","Stucco","Stucco",0,0,"TA","Gd","BrkTil",3,3,1,3,168,2,546,0,714,"TA",1664,862,2526,0,2,0,5,"Gd",10,1,4,"Detchd",1916,1,1,216,3,88,15,0,"GdWo",8,2007,"CWD","Family",136000
20,"RL",42,14892,2,"HLS","CulDSac","Gilbert","Norm","1Fam","1Story",9,5,2006,2007,"Gable","VinylSd","VinylSd",2,160,"Ex","TA","PConc",5,3,4,6,1320,1,0,426,1746,"Ex",1746,0,1746,1,2,0,3,"Ex",7,2,4,"Attchd",2006,3,3,758,3,201,39,0,"None",10,2009,"WD","Normal",377500
50,"RM",60,6000,3,"Lvl","Inside","BrkSide","Norm","1Fam","1.5Fin",6,6,1941,1950,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","Gd","BrkTil",3,4,1,5,375,1,0,360,735,"Ex",869,349,1218,0,1,0,3,"TA",6,1,4,"Detchd",2003,1,2,440,3,0,0,0,"None",3,2007,"WD","Normal",131000
20,"RL",70,9100,3,"Lvl","Inside","CollgCr","Norm","1Fam","1Story",7,5,2000,2000,"Gable","VinylSd","VinylSd",1,244,"Gd","TA","PConc",4,3,3,6,1400,1,0,125,1525,"Ex",1525,0,1525,1,2,0,3,"Gd",6,0,0,"Attchd",2000,2,2,541,3,219,36,0,"None",9,2006,"WD","Normal",235000
90,"RL",65,8944,3,"Lvl","Inside","NAmes","Norm","Duplex","1Story",5,5,1967,1967,"Gable","Plywood","Plywood",0,0,"TA","TA","CBlock",3,3,1,1,0,1,0,1584,1584,"TA",1584,0,1584,0,2,0,4,"TA",8,0,0,"Detchd",1967,1,3,792,3,0,152,0,"None",4,2009,"WD","Normal",124000
85,"RL",68,7838,3,"Lvl","Inside","NAmes","Norm","1Fam","SFoyer",5,5,1967,1967,"Gable","HdBoard","HdBoard",0,0,"TA","TA","CBlock",3,3,3,5,769,1,0,95,864,"TA",900,0,900,1,1,0,3,"TA",6,1,1,"Attchd",1967,2,1,288,3,175,144,0,"MnWw",12,2006,"WD","Normal",123000
190,"RM",60,10800,3,"Lvl","Inside","OldTown","Norm","2fmCon","1.5Fin",6,7,1905,2000,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","BrkTil",2,3,1,1,0,1,0,482,482,"Ex",1221,691,1912,0,2,0,3,"TA",7,1,3,"Detchd",2003,1,2,672,4,0,25,212,"None",4,2008,"WD","Normal",163000
120,"RL",53,4045,3,"Lvl","Inside","Blmngtn","Norm","TwnhsE","1Story",7,5,2006,2006,"Hip","VinylSd","VinylSd",1,45,"Gd","TA","PConc",4,3,3,6,1070,1,0,286,1356,"Ex",1500,0,1500,1,2,0,2,"Gd",6,1,4,"Attchd",2006,3,3,648,3,161,20,0,"None",10,2006,"New","Partial",246578
60,"RL",88,12665,2,"Lvl","Inside","Timber","Norm","1Fam","2Story",8,5,2005,2006,"Hip","VinylSd","VinylSd",1,245,"Gd","TA","PConc",4,4,4,1,0,1,0,1094,1094,"Ex",1133,1349,2482,0,2,1,4,"Gd",9,1,4,"BuiltIn",2005,3,3,642,3,144,39,0,"None",2,2007,"WD","Normal",281213
20,"RL",82,57200,2,"Bnk","Inside","Timber","Norm","1Fam","1Story",5,5,1948,1950,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","CBlock",3,3,3,4,353,3,334,60,747,"TA",1687,0,1687,1,1,0,3,"TA",7,2,3,"Detchd",1966,1,2,572,3,0,0,50,"None",6,2010,"WD","Normal",160000
70,"RM",51,6120,3,"Lvl","Inside","BrkSide","Norm","1Fam","2Story",5,8,1920,2004,"Gable","MetalSd","MetalSd",0,0,"TA","TA","BrkTil",3,3,2,1,0,1,0,939,939,"Ex",939,574,1513,0,1,1,4,"TA",8,0,0,"Detchd",1933,1,1,180,2,24,0,150,"None",5,2007,"WD","Normal",137500
50,"RL",60,7200,3,"Lvl","Inside","NAmes","Norm","1Fam","1.5Fin",5,4,1950,1982,"Gable","VinylSd","Wd Sdng",0,0,"TA","TA","CBlock",3,3,1,3,180,4,352,676,1208,"Gd",1136,768,1904,1,1,1,3,"TA",7,0,0,"Attchd",1950,1,1,240,3,0,0,168,"GdPrv",5,2009,"WD","Normal",138000
50,"RL",51,6171,3,"Lvl","Inside","SWISU","Norm","1Fam","1.5Fin",6,6,1925,1990,"Gable","WdShing","Wd Shng",0,0,"TA","TA","BrkTil",3,3,1,4,264,1,0,712,976,"Ex",1160,448,1608,0,2,1,3,"Gd",7,1,4,"Detchd",1925,1,1,216,2,147,16,0,"MnPrv",10,2009,"WD","Normal",137450
50,"RM",50,6000,3,"Lvl","Corner","BrkSide","Norm","1Fam","1.5Fin",6,7,1929,1950,"Gable","WdShing","Wd Shng",0,0,"TA","TA","BrkTil",3,3,1,1,0,1,0,862,862,"TA",950,208,1158,0,1,0,3,"TA",5,1,4,"BuiltIn",1929,2,1,208,3,0,0,112,"None",7,2008,"WD","Normal",120000
60,"RL",62,7415,2,"Lvl","Inside","Gilbert","Norm","1Fam","2Story",6,5,2004,2004,"Gable","VinylSd","VinylSd",0,0,"TA","TA","PConc",3,3,1,6,759,1,0,80,839,"Ex",864,729,1593,1,2,1,3,"TA",8,1,3,"Attchd",2004,3,2,398,3,100,75,0,"None",4,2008,"WD","Normal",193000
20,"RL",64,6762,3,"Lvl","Inside","CollgCr","Norm","1Fam","1Story",7,5,2006,2006,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,4,3,1,0,1,0,1286,1286,"Ex",1294,0,1294,0,2,0,2,"Gd",6,1,4,"Attchd",2006,2,2,662,3,168,55,0,"None",7,2006,"New","Partial",193879
20,"RL",49,15256,2,"Lvl","CulDSac","Somerst","RRAn","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd",2,84,"Gd","TA","PConc",4,3,4,6,929,1,0,556,1485,"Ex",1464,0,1464,1,2,0,3,"Gd",6,0,0,"Attchd",2007,1,3,754,3,168,160,0,"None",8,2007,"WD","Normal",282922
50,"RL",60,10410,3,"Lvl","Corner","OldTown","Artery","1Fam","1.5Fin",3,4,1915,1950,"Gable","Wd Sdng","Wd Sdng",0,0,"TA","TA","PConc",3,3,1,1,0,1,0,672,672,"TA",694,520,1214,0,1,0,3,"TA",6,0,0,"Detchd",1998,1,3,936,3,216,0,160,"MnPrv",1,2006,"WD","Family",105000
120,"RM",44,3842,2,"HLS","Inside","Crawfor","Norm","TwnhsE","1Story",8,5,2004,2005,"Hip","CemntBd","CmentBd",2,174,"Gd","TA","PConc",5,3,4,6,1373,1,0,221,1594,"Ex",1646,0,1646,1,2,0,2,"Gd",5,1,4,"Attchd",2004,3,2,482,3,128,53,0,"None",1,2008,"WD","Normal",275000
85,"RL",70,8445,3,"Lvl","Corner","CollgCr","Norm","1Fam","SFoyer",5,7,1972,2007,"Gable","HdBoard","Wd Shng",0,0,"TA","TA","CBlock",4,3,3,6,656,1,0,112,768,"TA",768,0,768,1,1,0,2,"TA",5,0,0,"Detchd",1988,1,2,396,3,58,0,0,"MnPrv",3,2009,"WD","Normal",133000
20,"RL",74,8780,2,"Lvl","Corner","Mitchel","Norm","1Fam","1Story",5,5,1985,1985,"Gable","HdBoard","Plywood",0,0,"TA","TA","CBlock",3,3,1,5,625,1,0,208,833,"Ex",833,0,833,1,1,0,3,"TA",5,0,0,"No Garage",1985,0,0,0,0,0,0,0,"MnPrv",3,2009,"WD","Normal",112000
70,"RM",60,7740,3,"Lvl","Inside","OldTown","Norm","1Fam","2Story",4,7,1910,1950,"Gable","VinylSd","VinylSd",0,0,"TA","TA","CBlock",2,3,1,1,0,1,0,622,622,"Gd",741,622,1363,0,1,0,3,"TA",6,0,0,"Detchd",1966,1,2,528,3,0,0,0,"None",6,2010,"WD","Normal",125500
60,"RL",46,20544,2,"Lvl","CulDSac","NWAmes","Norm","1Fam","2Story",7,6,1986,1991,"Gable","Plywood","Plywood",1,123,"TA","Gd","CBlock",4,3,1,1,0,1,0,791,791,"Gd",1236,857,2093,0,2,1,3,"TA",7,1,3,"Attchd",1986,3,2,542,3,364,63,0,"MnPrv",11,2008,"WD","Normal",215000
60,"RL",79,12420,3,"Lvl","Inside","CollgCr","Norm","1Fam","2Story",7,5,2001,2001,"Gable","VinylSd","VinylSd",0,0,"Gd","TA","PConc",4,3,1,6,666,1,0,278,944,"Ex",944,896,1840,1,2,1,3,"Gd",6,0,0,"Attchd",2001,2,2,622,3,0,45,0,"None",6,2009,"WD","Normal",230000
50,"RL",80,9600,3,"Lvl","Inside","NAmes","Norm","1Fam","1.5Fin",6,8,1950,2005,"Gable","VinylSd","VinylSd",0,0,"TA","Gd","CBlock",3,3,1,4,120,1,0,736,856,"Ex",1112,556,1668,0,1,1,3,"TA",6,0,0,"Attchd",1950,1,1,271,3,0,0,0,"MnPrv",9,2009,"WD","Normal",140000
90,"RL",60,7200,3,"Lvl","Inside","NAmes","Norm","Duplex","1Story",4,5,1949,1950,"Gable","BrkFace","Stone",0,0,"TA","TA","Slab",0,0,0,0,0,0,0,0,0,"Fa",1040,0,1040,0,2,0,2,"TA",6,0,0,"Detchd",1956,1,2,420,3,0,0,0,"None",6,2009,"WD","Normal",90000
20,"RL",88,10994,2,"Lvl","Corner","SawyerW","Norm","1Fam","1Story",8,5,2005,2006,"Gable","VinylSd","VinylSd",2,366,"Gd","TA","PConc",4,4,1,6,976,1,0,868,1844,"Ex",1844,0,1844,1,2,0,2,"Gd",7,1,4,"Attchd",2005,3,2,620,3,165,44,0,"None",9,2009,"COD","Abnorml",257000
50,"RL",64,13053,3,"Bnk","Inside","BrkSide","Norm","1Fam","1.5Fin",6,7,1923,2000,"Gambrel","Wd Sdng","Wd Sdng",0,0,"TA","TA","BrkTil",3,3,1,1,0,1,0,833,833,"Gd",1053,795,1848,0,1,1,4,"Gd",8,1,4,"Detchd",1922,1,2,370,3,0,0,0,"None",6,2008,"WD","Normal",207000
120,"RL",51,3635,3,"Lvl","Inside","Blmngtn","Norm","TwnhsE","1Story",7,5,2007,2007,"Hip","VinylSd","VinylSd",1,130,"Gd","TA","PConc",4,3,1,5,988,1,0,398,1386,"Ex",1569,0,1569,0,2,0,1,"Gd",7,1,3,"Attchd",2007,2,3,660,3,143,20,0,"None",5,2009,"WD","Normal",175900
190,"RM",60,11340,3,"Lvl","Inside","OldTown","Norm","2fmCon","2Story",4,6,1885,1950,"Gable","VinylSd","AsbShng",0,0,"TA","TA","PConc",3,3,1,1,0,1,0,777,777,"Gd",1246,1044,2290,0,2,0,4,"TA",11,0,0,"Detchd",1971,1,2,560,3,0,0,114,"None",4,2010,"WD","Normal",122500
60,"RL",89,16545,2,"Lvl","Inside","NoRidge","Norm","1Fam","2Story",8,5,1998,1998,"Gable","VinylSd","VinylSd",1,731,"Gd","TA","PConc",4,3,2,6,781,1,0,503,1284,"Ex",1310,1140,2450,1,2,1,3,"Gd",7,1,3,"Attchd",1998,3,3,1069,3,0,126,0,"None",5,2009,"WD","Normal",340000
20,"RL",71,9204,3,"Lvl","Inside","NAmes","Norm","1Fam","1Story",5,5,1963,1963,"Gable","HdBoard","HdBoard",0,0,"TA","TA","CBlock",3,3,1,4,25,3,872,247,1144,"TA",1144,0,1144,1,1,1,3,"TA",6,0,0,"Detchd",1962,1,1,336,3,0,88,0,"None",8,2008,"COD","Normal",124000
20,"RL",70,16381,2,"Lvl","Inside","Crawfor","Norm","1Fam","1Story",6,5,1969,1969,"Gable","Plywood","Plywood",1,312,"Gd","Gd","CBlock",3,3,3,3,1110,1,0,734,1844,"Gd",1844,0,1844,1,2,0,3,"Gd",7,1,3,"Attchd",1969,2,2,540,3,0,73,216,"None",12,2006,"WD","Normal",223000
60,"RL",90,11700,3,"Lvl","Corner","NWAmes","Norm","1Fam","2Story",6,6,1968,1968,"Gable","HdBoard","HdBoard",1,420,"TA","TA","CBlock",3,3,1,5,404,1,0,304,708,"Gd",708,708,1416,0,2,1,3,"TA",7,1,3,"Attchd",1968,2,2,776,3,0,169,0,"None",5,2006,"WD","Normal",179900
120,"RL",53,4043,3,"Lvl","Inside","NPkVill","Norm","TwnhsE","1Story",6,5,1977,1977,"Gable","Plywood","Plywood",0,0,"TA","TA","CBlock",4,3,1,5,360,1,0,709,1069,"TA",1069,0,1069,0,2,0,2,"TA",4,1,2,"Attchd",1977,2,2,440,3,0,55,0,"None",7,2010,"WD","Normal",127500
120,"RM",37,4435,3,"Lvl","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","VinylSd","VinylSd",1,170,"Gd","TA","PConc",4,3,3,6,686,1,0,162,848,"Ex",848,0,848,1,1,0,1,"Gd",3,0,0,"Attchd",2003,3,2,420,3,140,0,0,"None",3,2008,"WD","Normal",136500
80,"RL",65,19690,2,"Lvl","CulDSac","Edwards","Norm","1Fam","SLvl",6,7,1966,1966,"Flat","Plywood","Plywood",0,0,"Gd","Gd","CBlock",4,3,3,1,0,1,0,697,697,"TA",1575,626,2201,0,2,0,4,"Gd",8,1,4,"Attchd",1966,1,2,432,4,586,236,0,"GdPrv",8,2006,"WD","Alloca",274970
20,"RL",73,9503,3,"Lvl","Inside","NAmes","Norm","1Fam","1Story",5,5,1958,1983,"Hip","HdBoard","HdBoard",0,0,"TA","TA","CBlock",3,3,1,5,457,3,374,193,1024,"TA",1344,0,1344,1,1,0,2,"TA",6,1,3,"Detchd",1970,1,1,484,3,316,28,0,"GdWo",6,2007,"WD","Normal",144000
20,"RL",80,10721,2,"Lvl","Inside","NAmes","Norm","1Fam","1Story",6,6,1959,1959,"Hip","HdBoard","HdBoard",2,243,"Gd","TA","CBlock",3,3,1,1,0,1,0,1252,1252,"Ex",1252,0,1252,0,1,0,3,"Gd",7,0,0,"Detchd",1960,1,2,528,3,0,39,0,"None",10,2008,"WD","Normal",142000
60,"RL",81,10944,2,"Lvl","Inside","NoRidge","Norm","1Fam","2Story",7,5,1994,1994,"Gable","VinylSd","VinylSd",1,448,"Gd","TA","PConc",4,3,1,6,1000,1,0,223,1223,"Ex",1223,904,2127,1,2,1,3,"Gd",5,2,3,"Attchd",1994,2,2,525,3,171,132,0,"None",8,2008,"WD","Normal",271000
50,"RL",60,10930,3,"Bnk","Inside","NAmes","Artery","1Fam","1.5Fin",5,6,1945,1950,"Gable","MetalSd","MetalSd",0,0,"TA","TA","CBlock",3,3,1,4,580,1,0,333,913,"TA",1048,510,1558,1,1,1,3,"TA",6,1,3,"Attchd",1962,1,1,288,3,0,0,0,"None",4,2008,"WD","Normal",140000
